,username,score,content,date,like
312,萧湘,4,互相信任击破囚徒困境。,2019/10/26,65
313,春城无处不飞花,5,刚看完，冬雨妹子一如既往演技在线，千玺弟弟真的超出预料。剧情也很紧凑，值得一看。吃完饭上班啦，会推荐朋友们去看。,2019/10/25,160
314,豆瓣用户0910号,5,非常值的,2019/10/25,173
315,好大一颗黎,5,我喜欢一个人，我想给她一个好结局,2019/10/25,185
316,Cicily,5,这部电影传达的是希望是相信，成长少不了伤痛，但好在前方有光。,2019/10/25,167
317,SY阿大,5,"我以前懵懂无知，不知道放学后那些男生笑嘻嘻堵着不让别人进的教室里，叮铃哐啷的声音是他们在打人踹人的时候撞翻的桌椅。
所以，我也算是当年无情围观的人之一吧。
不管是少年还是成年，善良都是一种高贵的选择，希望我能一直谨记。
周冬雨令人毫无压力地入戏，而小北这个人，除了脸和声音，和易烊千玺真的是完全不一样。",2019/10/25,164
318,Bachelor,5,前期压抑 是我真真实实的感受的压抑 是陈念渴望希望曙光却被眼前欺凌抑制的压抑 直到小北的出现 剧情推动主故事线 微弱的光开始缓缓晕开 剧情开始治愈方向 再说说导演 这部电影的班底是我从开始就无限期待的 影中运用的特写简直是大胆又无比的值得 不得不说 导演真的牛 无论是导演的大胆和专业还是主演的表演呈现亦或是所有剧组的辛苦付出无疑都是给电影好评奠定基础 男女主的对手戏真的行云流水 不拖拉 演技无疑 易烊千玺的演技真的是我特别特别吃惊的 未入学之作 领悟力真的太好了 周冬雨演技不用过多评判 影后就是最好的牌匾 不得不说 这部影评是我目前看过最好的文艺片之一 是二刷三刷都想要再扣细节的作品 是每一个青筋暴起每一个嘴角微颤都要细细琢磨的作品,2019/10/25,156
319,溯源者,1,就没看过这么沙雕的电影，无法评价,2019/10/28,28
320,温柔杀我,1,抵制抄袭融梗，支持抄袭融梗是对原创作者的霸凌,2019/10/28,28
321,张大水,5,"印象最深还是三段平行剪辑，一是誓师会与要钱，交代两个人命运的反差。二是开始高考与发现尸体，推动人物和剧情，三是审案小黑屋，刻画两个人的感情，以及两个人共同对大世界的抵抗。
可能是在重庆拍的原因，让我特别有代入感，滴着雨的黄绿雨棚，摆在书桌上盖过头的书，黄桷树的堡坎，都可以让我瞬间会到那个时候。也让我想起了之前混社会被杀掉的初中同桌，以及高中一个被霸凌的男生最后退学，几个当事人照样考上好大学的事。
最让我惊叹的还是导演是如何这么了解大陆青春的，从誓师会到考完搬桌这些细节。其实从《七月与安生》就有这样的疑问。而且连娄烨都带不动的马思纯都能带着拿影后，对演员的调教能力真的太棒，几个配角的演出都很精彩。
毕竟是从《维多利亚一号》就开始爱的人。",2019/10/27,76
322,JxiA,0,中国现在需要更多类似题材的电影跳出来。虽然原著争议性很大，但我仍希望这部电影能给观众带来一点点一丝丝的影响。这个心理是十分矛盾的。虽然认为抄袭融梗应极力反对，但又希望社会能因此更加重视校园暴力。,2019/10/25,110
323,方枪枪,4,卧槽，看的过程太压抑了，但片子是真的好。社会现实（校园欺凌）+青春故事+犯罪悬疑，类型混搭的很棒，周冬雨演技一如既往地精准稳，易烊千玺这少年也是未来可期。两人最佳男女主提名毫无问题！,2019/10/25,75
324,素木,5,个人觉得这是我近年来看过的最好的青春片，国内高考和校园霸凌都拍摄的太真实了！导演真的有在认真的探讨校园霸凌问题，也做到了让大家去反思，不做施暴者不做旁观者也不做沉默着，少年不明白的道理，需要大人去正确引导，需要更多的主体去正面去解决。另外，易烊千玺的表现实在让我惊喜，特别是监狱那场戏，情绪真的表现的太好了。还好结局还算美好，希望每个少年都有爱守护，希望每个少年被欺凌时都有人站出来发声，少年的每一天都是better dsys。,2019/10/25,144
325,变形的文科生,3,易烊千玺没有演技，但胜在有一双少年老陈的眼睛；周冬雨演戏终于摆脱了太妹劲儿，几场爆发戏拿捏很精准很有力度，纵深上完成了整部戏的节奏。总体而言，因为前期外围因素的折腾造成观影期待太高了，看完反而有点失望。,2019/10/25,47
326,宝贝吃可爱多嘛,1,这电影可以改成   少年X的献身 了,2019/10/27,30
327,岩井俊七,4,看完顿时明白为何本片上映之路那么坎坷，这哪里是校园欺凌片，甚至说是青春片都略有偏狭隘的嫌疑，因为它想表现的显然不局限于青春恋情与校园，这份野心明显触怒了某些人，更别说少年两人之间自始至终的直白的性吸引力，张力之强到“伪XX戏”一幕成为了内地电影里罕见的因性而生的催泪的悲剧力量，如此大胆而激烈，如此胸怀大抱负的电影，最后呈现却仿佛是被教育局的宣传片普法片附身，心疼我们的少年，更心疼我们的电影人卑躬屈膝摧眉折腰到何等地步，幸好影迷这些年来都练就了一身好武艺，我们都知道哪些是为“活下去”添附或改变的内容，哪些是电影人真正的意图，终有一天你们会和少年的他们一样，走在阳光下的任何一条你们想走的街巷,2019/10/25,91
328,小Huyen,5,你保护世界，我们保护你。小北 加油!,2019/10/25,145
329,西普,2,又名《抄袭的你》，演员可能是在知情的情况下接了这部戏，我还能说什么呢？,2019/10/28,27
330,张茜雅-,1,校园暴力是罪 抄袭也是罪 两者是个明白人都会零容忍 补充一句：四字牛逼 我是说东野圭吾,2019/10/27,26
331,又又,2,两星都给题材本身。全片超过一半的大特写大光圈柔光逆光再加音乐，周冬雨大概哭了八百遍吧，假文艺范儿的视听语言真要人命，让人坐立难安如坐针毡。还有警察那条线也是真奇怪，搞得好像小警察喜欢陈念似的。讲真校园欺凌题材不好拍，拍商业片就觉得假和矫情，要不就一黑到底拍被禁的独立小片或者纪录片什么的。,2019/10/25,51
332,伍月龙骁,1,抄袭令人作呕!,2019/10/27,26
333,WASTELAND.,2,双主角演技在线。怎奈少年的你，只爱抄袭。,2019/10/28,29
334,BITerSoulRfresh,1,如果我没看过白夜行和神探伽利略，我会给他四星,2019/10/28,25
335,匡匡,4,“只有你赢了，我才不会输”，“你往前走，我一定在你后面”“你保护世界，我保护你”。害了我两升眼泪。影片的气息比较乱，剪辑台词都有点问题，所有的张力皆来自于两个人，两个特别干净的人。果然，只有痛苦方能理解和救赎痛苦。而一个人长大的标志是：同情。只有一句话可以送给这两个人：我们什么都没有，只有爱。什么东野圭吾啊白夜行，我想到的其实是《狗咬狗》。那时候，冠希老师也是凌厉、狠勇的少年。,2019/10/27,51
336,撒野,1,就还挺魔幻的,2019/10/27,22
337,圆首的秘书,4,无论从手法还是议题上讲，都是一部值得鼓励的作品，但与此同时，电影采用的一些策略也值得商榷。比如说，如此用力地去拍大特写，的确让人在视觉上非常窒息，情感上也很疲劳，如果说不断地流泪还能揭示内心的某种情感变化，这种宣泄的方法是不是也显得过于单一贫乏了呢？更重要的是，这种拍法很容易就让电影陷入失焦的境地，实际情况也确实如此，被霸凌者一个个浮出水面叙说自己的经历，而霸凌的动机依旧付诸阙如，霸凌甚或成为一个次要议题，真正的关注点变成了演员所谓的“演技”。当然，《少年的你》在商业上确实非常成功，走了一条不寻常的路，这种拍法满足甚至超出了大家的期待，但观众同时也失去了某种情感和道德上的选择性，失去了有关复杂社会现象的探讨空间——归根结底，你也不需要探讨，你只要认同就可以了，而这也是商业和审查的“同谋”。,2019/10/28,48
338,宁夕,5,"我看完了马上来打分了，真的很好哭，“想活命就闭嘴”，看到后面的时候，我已经在电影院哭的天昏地暗，我现在已经失去了表达能力，反正就是很好哭。
生活中不是所有的“陈念”都能碰到“小北”希望，生活中的“陈念”能遇到守护她的那个人。
如果再来一次你还会这样做吗，
没有如果，而且我不希望有这样的如果
借用高考前老师对学生说的一句话
天就要亮了，光明就在眼前",2019/10/25,144
339,古尔齐亚,5,剧情和角色充满了回环和转折，却又合乎情理，剧本和细节打磨得很好，曾国祥这部作品是史诗级的，他试图将许多层面的东西叠加一起，易烊千玺的不良少年演技很惊艳,2019/10/25,117
340,南悠一,3,一部混合了大聪明和小聪明的作品，大聪明是它洞察了时代的真相，小聪明是它连人名都带着玄机生怕别人理解不了。你很难说这样对与不对，它体现了磨剧本是一项考验智慧和工夫的行为，同时它也失去了某种作者个性，曾国祥只是站在台前的那个。,2019/10/26,35
341,海带岛,0,确实不断脑内白夜行。觉得重点甚至不是欺凌，而是独属少年（大人的对立面）的邪恶与爱。少年之间不知后果之重的冷酷，以及同样不知后果之重的热烈牺牲，这个强度非常极端的世界让大人们的“正义”束手无策。两个人演得太好，配得上奢侈的大特写。可惜硬拗的金句对白在前30分钟让人扶额，后面就渐入佳境了。,2019/10/26,29
342,文森特九六,5,空间中死去，声音中窒息，被不断破坏与凝视的躯体和脸庞，肉身同魂灵的残酷分离，一场德莱叶式受难记影像。并非局限于对“霸凌”的控诉，无形之力握住创作者的手，将高考、司法、阶级甩在了一旁，观众的焦点被操纵和局限，电影本身亦经历了一场漫长的折磨。片末的对视叠影迎来命运可能的缓释与回头，但青春一直凶狠，生活一直恶毒，那个语法词汇课上的例句描绘的乐园，我们该如何幻想和憧憬？大概只有些许年少生命的瞬间于地狱里真正仰视触碰到那片天地，在泪中，在雨中，在痛中，在笑中，在相逢中，在告别中，艰难着重生。,2019/10/25,110
343,嘿哈,1,这狗血剧情 还有周冬雨这尬批演技 服了,2019/10/28,22
344,郭痞痞?,1,"2019年第248部。
我就不再夸电影了
作为一个写字的人
我知道不借鉴甚至不抄袭纯原创一个好梗会有多辛苦多难
电影本身我打10分，但抄袭0分
我们在关注校园暴力的同时
也请别忘了抄袭也是种暴力",2019/10/28,30
345,桃李不言,1,负分给原著。满分给导演和演员。,2019/10/27,26
346,Flynn,1,看完极度不适，恶心地想吐。情节牵强，人设奇葩，观影体验极差。,2019/10/28,23
347,唐林,1,原著抄袭+流量担纲，直接一星不谢,2019/10/27,30
348,your,5,"等了很久，终于今天可以去电影院看了，最好的小北，最美的陈念
“你是第一个问我疼不疼的人。”
“你保护世界，我保护你。”
这个世界还是阳光明媚的",2019/10/25,135
349,锐利修蕊,4,叫嚣喊到最凶的“反霸凌”标题，原是为这部电影预告。联想今年“发声”的事件，对这个某种程度上更靠近真实的“青春”感到骄傲。周冬雨一如既往表现惊艳，减年龄表演对她本人来说算是又攻下一城。易烊千玺拿下新生代最会演戏口碑，这才是我们需要的“偶像演员”。另外那个坏女孩的“恶”也表现的很好，眼神里的狠劲像一个没来由的深渊，无辜吞噬掉这个晚来的“青春残酷物语”。曾国祥绕在青春篇，放大耳鸣是这部电影的振聋发聩。高考后的那段，也让人想到《李米的猜想》里的“没有人关心我们”，“人长大了才学会同情，那些不好的，都忘了”。电影里的欺凌和被欺凌，不是一句“成长”遗忘就能解决的。而这样反成长的青春片，是继《狗十三》之后生猛的萃取，进步是：也只能这样接着活下去。成长不外乎最后无解，绝望所言极是，无力的恶之果推向“未来”。,2019/10/25,64
350,牧云,2,评分虚高了，没那么好看，莫名其妙的剧情，最后居然看出来白夜行的既视感,2019/10/27,33
351,sjksmamm,1,拍的不错  可是抄袭无耻,2019/10/28,20
352,红耳朵的小精灵,5,最好的小北,2019/10/25,136
353,亲爱的桂花树?,5,"太猛了！太猛了！太猛了！
四字小朋友太猛了。",2019/10/25,93
354,小费呢,0,文艺作品涉及抄袭不配打分。 虽然曾志伟是个咸猪手，可没想到他儿子是个Ctrl+C Ctrl+V的剪辑大师。佩服,2019/10/26,30
355,我和我的猫·,1,融梗的你，扎痛原作粉丝的心,2019/10/27,28
356,杨洋icon,1,一分给演员，人物单薄无病呻吟，逻辑不通，太尴尬了，值得两星，另外一个给抄袭,2019/10/28,22
357,已注销,5,幼稚的恶意就是这么可怕啊，不讲道理，没有逻辑，带给当事人的伤害却不会减少。女主很幸运能遇到保护她的人，但是更多的人没有这份幸运，希望以后能有规章制度或者法律直接干预，减少悲剧,2019/10/25,143
358,Athos,1,演员优秀那是演员的是，这电影再好那也是抄袭，抄袭能不好吗，恭喜少年的你成为东野先生作品改编影视剧的新标杆！！！,2019/10/27,16
359,岱隐,1,不想让原创作者心寒.....,2019/10/27,34
360,阿柴,4,很不错！曾国祥真的好会把不怎么样的原著小说拍成很不错的电影。周冬雨当然很灵，已经完全是可以独挑大梁的女演员了，易烊千玺是又灵又清爽，以至于显得站在他对面的黄觉尹昉都油腻了不少。,2019/10/25,81
361,犹在镜中,4,我最喜欢后面那一吻。,2019/10/25,63
362,卡塔利亚_RIA,5,看到了周冬雨的突破，易烊千玺也让人惊喜！,2019/10/25,117
363,爱国好青年,2,故事没有逻辑性，后半部分直接崩了。看完才知道原来是抄袭大作，真令人作呕。,2019/10/28,20
364,zitsunari,3,即使抛开被迫修改的配音和后半段情节，观感也不那么舒服，它更像是（某种抓马的）虹孔类型片在借尸还魂，除了高考相关的部分，不少人物关系、行为逻辑都跟内地现实相去甚远。从最开头对2011年5月的微信界面的错误呈现开始，就已说明了这只能是一个架空感高于切身感的作品，借三个人物之口先后夸男主有多帅更透露了导演的急功近利。,2019/10/26,32
365,小心超人,1,霸凌。赤裸裸对原创的霸凌。如果有一天中国的原创死了，在座的各位都是帮凶。易烊千玺凹出的成熟硬汉人设渐渐向黄晓明靠拢，三观正确始终比不上资本利益。,2019/10/27,22
366,Yourzzeroeight,1,《东野圭吾作品精选集》值得这个分。明知原著融梗抄袭还去拍摄的拍摄团队、因为这部融梗电影尝尽红利演员、拼命扭曲黑白维护偶像的粉丝：你们得到的一切都是偷来的，终有一天是要还回去的。,2019/10/27,28
367,氹氹仔,5,这部电影题材很现实很有社会意义，怪不得这么艰难！两位主演虽然年龄差了很多，但搭在一起真的很适合不会让人出戏！冬雨还是一如既往的发挥稳定，金马影后嘛！四字弟弟接这部戏虽然没经过科班的磨练，但眼神里都是戏，虽有青涩但表演张力还是不错的，很有天分！金马奖制作班底更是为这部电影保驾护航了！不错！,2019/10/25,122
368,郁离,1,就想加个标签。我相信演员很棒，导演很好，编剧很好。但是来源很 low。,2019/10/27,22
369,小小的人儿,5,两个演员真的演的很好，易烊千玺出乎我的意料之外，未来可期,2019/10/25,99
370,小丹丹,5,"作为两个孩子的母亲，已经不适宜也不愿意浪费陪伴孩子的时间，去接触那些常规意义上的“青春片”了。这次吸引我走进电影院的，是与孩子成长有关的“守护”、“相信”和“疼痛”。 是的，影片基调是暗的，灰白灰白。冷漠的社会、漠然的人群、自私的个体……但少年，却是鲜活的，想反抗、想改变、想逃离……正因为如此，少年间的感情才愈发美好温暖啊!说实话，我是爱这种反差的。不刻意、不迎合，敢于揭示、勇敢爱。所有的这些，导演越是不刻意制造，观众的感受就越是深刻。各种人物的细微、琐碎、随机和注定，仿佛积攒成了一股力量，森冷却蓬勃。这种反差，反而很抓心，让人生疼、心痛，却无语、凝噎。 
那时只有17岁的易烊千玺演绎的""小北""着着实实让老阿姨""疼痛""了一把，我不得不承认他的努力和天赋。孩子，好好走，路还很长。看好你[玫瑰]",2019/10/25,95
371,皮革业,4,赢在题材和表演上，有些部分过于依赖两位主演的个人能力，特别是周冬雨，前面不突出“受难感”的地方其实没必要给那么多特写。至于故事嘛，真的相当东野圭吾……,2019/10/26,32
372,没猫,5,"不知道什么时候开始，人们把青春片定义为早恋，堕胎，狗血，一眼望过去就嗤之以鼻。

少年的你不是。
身处阴沟，也要仰望星空。

当生活给你致命一击，属于小北的是没有希望的生活，没有关爱没有目标，看不到未来。穷困落魄，只能武装自己，靠够硬的拳头生活。属于陈念的是莫名其妙的被卷入的风波，无休止的被校园霸凌，整日的胆战心惊。而她，只是一个想要通过高考改变自己的普通高三学生。

当两个苦难的人相遇，不知道是救赎，还是命运的唯一礼物。

他们好难啊，生活好不公平，旁观者好冷漠。可这就是世界。

保持善良，如果你也陷入黑暗，希望有一个人能同你在黑暗中做彼此的光。学会勇敢，对所有不公抵抗。

不知道所谓的没看过所以一星，带粉籍所以一星，流量所以一星，看过了以后再来改的朋友们到底是看过了还是怎样。",2019/10/25,104
373,木子,5,温馨提示，别化妆带着纸巾，我也是心理很强大了，花着妆出来直接买了下一场的直接二刷了，这部剧真的很好看！深刻真实，周冬雨的演技真的厉害，眼泪说掉就掉了，还有最让我惊喜的四字弟弟，这部电影真的可以证明他演技的代表作了，他在流量小生中真的非常非常优秀的了！强推！,2019/10/25,112
374,SLAM,5,看完不知道说什么好，希望通过这部电影可以让这个社会更加关注校园暴力，周冬雨的演技真的很棒，他们俩还挺有cp感，弟弟真的惊到我了，没进科班学习前竟然可以拍的这么好，特别是眼神，好多地方我看到他的眼神我一下子就动容了，就完全可以感受到其中的情感，期待弟弟以后的作品，郑警官演的也很好，特别是说小北死刑那段。平常大家所知道的校园暴力者都是不学习的学生但是这个电影演绎的是同样是好学生，并且不是明白着的欺负，这也是我们所要关注的焦点，看完心情很沉重，但是值得二刷。,2019/10/25,101
375,神奇宝贝皮卡丘,5,易烊千玺演的真好，特别棒，电影开头是从现在回忆到过去，时间正好，剧情紧凑不拖泥带水，能将观众带入剧情中，小北念念受到伤害时能体会到他们的处境，后期还非常贴心的提醒大家防范校园暴力，剧组特别用心，赞?,2019/10/25,103
376,我hello弟弟,5,"你保护世界，我保护你，相信""相信""本身!
故事以倒序展开，这曾是我们最好的乐园！我们以彼此为依靠！在校园，我们可能都曾被孤立过，被欺负过，我们需要勇敢说出来！陈念和小北两个人因为彼此对生活充满希望！要么选择被欺负要么选择加入他们，一起欺负他人！故事讲的真的很好，剧情感人真实，演员演技在线 他们眼神里有戏，仿佛他们就是角色本身能，带很好的带入剧情！祝《少年的你》票房大卖！",2019/10/25,89
377,胖官赵,3,“没有人会对别人这样。”“我们不会，但他们是少年。”，仅止于此了。导演确实是在声声质问，但大概小说原本就是东拼西凑的，所以即使改编成剧本也挺奇怪的，霸凌、纯爱、谋杀、亲子什么的.....剪了后很多地方跳跃的别扭，周冬雨和易烊千玺表现持平，哭戏堪比琼瑶剧。尹肪帅死我了。,2019/10/25,42
378,陷落美好,5,这样的题材我是第一次看，千玺的表现真的超乎我的想象。太棒了，以后的你会越来越好的。,2019/10/25,104
379,雨果hugo,1,《少年的你》这一次让我彻底对豆瓣评分的信任感彻底崩塌，比看烂片还难受，烂片最多浪费钱，这片子看完让我回忆起成长时期最不愉快的经历，整个人心烦意乱，严重影响身心健康。,2019/10/27,25
380,汪金卫,3,2011年代的设定与当代手机通讯的严重bug冲突已表明电影无奈地被动过很多刀子。在片头片尾的棉花糖式包裹下，公映版尺度已大幅削弱。全片大量特写、近景镜头，捕捉角色细微的情绪变化。还好两位年轻主演经受住了镜头考验，在大银幕上没有露怯，表演可圈可点。然而，全片情感都有用力过猛之感，仅周冬雨哭戏就至少十场，台词控诉也过于直白，“你保护世界”这种话更显幼稚。虽然校园霸凌题材展现的突破在国产片已属难得，但依旧难掩与东野圭吾小说非常相似的剧作的平庸。反派死于话多，几个主要角色行为动机及性格转变方面有些经不起推敲。看完金马提名台片的好，确实很难“吹爆”此片。三星半,2019/10/27,26
381,我叫叶zhizhi,5,"看完了电影，真的真的真的很值得去看。
你保护世界，我保护你。
少年的你，青涩，无畏，勇敢。
去和暴力说不！",2019/10/25,91
382,周沐君,4,太长了。看到后来头疼。千玺的脸真适合大荧幕。希望他早日成为真正的演员。,2019/10/27,43
383,远子,4,有非常真实摄人的一面，有较为隐蔽的控诉，演技遮盖了俗套的悬疑设定，值得一看。,2019/10/27,43
384,Peter Cat,4,3.5，潦草且缺乏信服力第二幕导致第三幕冗长得有点情绪失范，当然不排除这是审查干预的结果。但仍旧心满意足拥抱少年浪漫主义，那是曾经拥有过的真挚。,2019/10/28,31
385,今墨,1,现在融梗女王利字当头，没点操守...1星gei四字和周冬雨,2019/10/27,15
386,同志亦凡人中文站,4,也只有少年才能说出“你守护世界，我守护你”的誓言了。《白夜行》的剧本植入中国高考和校园霸凌的语境，曾国祥对东野圭吾成功实现了拿来主义。为过审改结局，幸好观众都不是傻子…,2019/11/2,23
387,?        章鱼哥,1,抄袭滚吧,2019/10/27,24
388,陆時,1,你们难道没看过东叔的书吗？还是国人抄袭就能抄成自己的？旁边的国产女性甚至留下了廉价的泪水。,2019/10/26,14
389,明知你不在还是,1,抄袭，别说了，深读白夜行和X的献身，再看这个就觉得是垃圾,2019/10/27,17
390,飞天小威廉,1,一分给东野圭吾的剧本???,2019/10/27,25
391,押木茂,1,并不好,2019/10/28,14
392,顗礼,4,"正义无奈、理想无能、操蛋的世界谋杀了未来。
“如果世界是这样的话，你还愿意把你的孩子生出来吗？”把这句台词写出来，拍出来，并且用镜头语言跟前文的铺垫呼应出来，这个年轻的主创团队就赢了，“大人们”口口声声的说要保护“少年”，可最后的结果又是怎样呢？这就是对校园霸凌问题最深刻的反思，他们真的太勇敢了；中后段审讯室的部分大概是近十年来，不，应该是本世纪以来最高光的青春片段落，二人互为补充的空间构图、“大人”与“少年”间理想与现实的博弈、超高光与阴阳脸的对比，以及声画契合度惊艳到可怕的蒙太奇，太牛逼了。BTW，曾国祥正式成为最适合拍东野圭吾的中国导演",2019/10/25,45
393,CharlesChou,3,由于种种天生限制和剧作本身过于表面（反派的人物弧为零，也没有任何对恶之源头的描写或暗示)，观感上输给《七月与安生》不少，单纯是一个表演性质的题材。但真的不得不夸曾国祥的实力，从剪辑到演员情绪调动到摄影都十分成熟，四字弟弟直接获得一个代表性角色，提名都是应得的。,2019/10/26,20
394,我在这里呀,1,电影绝对是不错的电影，7.5+的分数。但抄袭就是原罪，无论这个电影拍的多好，从他选择了这样一个原著作为剧本底色，他就不配上映。是对原创者最大的侮辱。真切的希望创作者者坚持尊严，不要去想要借抄袭融梗这样的便捷路径发家致富；演员也爱惜羽毛，抵制抄袭作品。这样，才不会有资本的狂欢，才能有更好的原创市场。,2019/10/27,23
395,木石子,4,两次校园欺凌的终结，一次是受害人的死亡，一次是加害者的死亡。前者是电影的开始，后者是电影的结束。陈念面对校园暴力，先是沉默，然后寻求合法渠道，最后以暴易暴，可都宣告失败！冰冻三尺非一日之寒，若要冰消，恐怕也得花好长时间吧！,2019/10/25,81
396,阿暖,3,作为言情、校园霸凌、高考现实的三部分是完全割裂的，就好像恶意、嫌疑人X、白夜行也并不能真正合并成一部电影。微妙的违和感无处不在。可以说这部电影是锋利的、是宣泄情绪的，但我并不觉得它是诚恳的。铺天盖地的盛赞，大概是因为太久太久没有在一部中国电影里，看到哪怕最基本的表达欲吧。也挺悲哀的。,2019/10/27,22
397,握不住的灵魂,4,"作为一部披着校园霸凌的爱情片，
整齐划一的围观、一意孤行的反派、公正严明的询问，老派成熟的前辈和孤立无援的主角，全部功能性的营造影片气氛，导致整体的感觉是情绪大于角色，而情绪的共鸣又是来自影片之外的社会问题，少数台词像放置三天的罐头汤，听得跳出。

但有几场戏太棒了，男孩和女孩在一起，小北的眼泪在陈念脸上，陈念的眼泪在小北脸上。忍住不哭的那个人永远比哭的一方更难受，这个导演很擅长激发两个演员间的表演张力，单独一人还好，俩人在一起简直几何式的增长，这是表演上不可求的互相成就。ps尹昉的表演空间多给一些更好。

删减痕迹导致一些地方转折莫名其妙，角色NPC化。背后的取舍和折中不得而知，我们需要一个能够呈现多样化的世界，需要更多的人保有社会责任和担当，能看到这样的题材，现阶段必须鼓励，支持。",2019/10/25,40
398,淋,1,请大家多多关注校园霸凌,2019/10/27,14
399,啾咪,1,东野圭吾作品集改编版,2019/10/27,14
400,红绿,1,粉丝给好评这很正常，毕竟大多数粉丝在易烊千玺面前感性远远大过理性了。但是我想说不能因为一个明星或者演员就不去公正客观地看待电影本身。抛开评论里抄袭部分不说，本人不知道原著。电影本身水平不高，两个小时的电影，前一个半小时里，节奏缓慢，剧情拖沓，中心不明确，没有深挖欺凌的根源所在，也没有提出解决这一问题的措施途径。不过是隔靴搔痒，无病呻吟之作。给一星实在是没办法，毕竟不能给0分...,2019/10/28,20
401,天马星,5,影片拍出了很多青春片都没有的青春本质：学会长大，可是怎么学呢？从没有人教过我们，那些不安惶恐与孤独就像梦魇一点一点吞噬灵魂。但是如果只把影片当成简单的青春片就太小看它了，影片最终探讨还是人，人的阶级属性，人的善恶属性，从这点来看，影片是国内版的《寄生虫》。二刷之后，我最喜欢导演最后一场戏的处理：陈念去看守所探视小北，两人啥都没说，两人就对视着，对视着，从笑到哭，又从哭到笑，这时观众已经明了两人已经说过了千言万语。最后两人坐上了警车，陈念最后一次和小北对话，其实两人是坐在两辆车上的，现实中两人并未对话，但窗外的光不时打在两人的眼上，两人虽未对视，但却像探视时对视一样，只不过这一次他们是通过光把话带给对方。多好的处理啊，两人深刻的羁绊，就在光与影的交会中深深刻在观众心里，这就是电影的魅力啊。,2019/10/26,39
402,57,3,看完之后的感受跟《天才枪手》和《我不是药神》很类似。用很强的类型片的手法，来抵达一个同样有强度的社会现实。（和好莱坞一样），这很容易成功，也容易套路。大家都倾向于宽容和原谅各种不足，也是内在于这种策略的结果。但在广义的文化圈的意义上，不能把工业能力的提高等同于对这两种坚硬现实的反思程度，加上诸多场外因素的干扰，这会造成很大的混淆，跟风式的夸奖令人不适，延展讨论少得可怜。对我来说，片子里戏剧性地强化出令人窒息的上升空间、你死我活的丛林逻辑，是最重要的社会背景，也是最真实的部分。,2019/10/28,27
403,Heir,2,假。想学韩国电影，没有那种压抑的环境和文化，硬生生制造压抑。在中国，现实生活没有电影中那么无助，反面角色太过脸谱化，缺少人性，为制造矛盾把人物两极化，作为一部写实性电影，太失败。整体电影节奏把握不好，看的人一阵阵不舒服，导演在让人在观影体验这方面还需加强。,2019/10/27,19
404,草地热潮,1,抄袭电影,2019/10/29,26
405,hydejiaqi,1,看了不得不夸一下四字厉害? 对，我说得就是东野圭吾。,2019/10/29,29
406,nannan有深度,1,原作者的其他作品曾抄袭融梗丁墨、t大、尾鱼，这部又是融梗东野圭吾。。虽然很喜欢弟弟，但是更心疼这些从小看到大的作者原创作品被“暴力”，不抵制演员，演员演技确实好，单纯抵制作品抵制编剧！,2019/10/27,10
407,追风的女儿,1,"3分，不能再多了?
      冲着豆瓣8.7和票圈诸多好评去的，结果挺失望。
      剧情逻辑混乱，人物定位不清。
      对于这种主题，应该很容易赚眼泪的，结果也并没有。
      票圈说周冬雨和四字弟弟演技爆表，额，好像根本不需要演技吧，当然剧本硬伤比较大。。
      化妆师水平不错，给演员“演技”加分了。
      片子太压抑太长，实名不推荐??",2019/10/28,13
408,墩墩,4,"你，我
从很小就开始听人说：
写完这道题就好了，
做完这份卷子就好了，
中考完了就好了，
高考完了就好了，
去更好的城市就好了，
熬过这段时间就好了，
成年了就好了……
但，什么是“好了”，我们真的“好了”吗？
好多人说帮我们，保护我们，
但最后，还不是我们自己一点点挨过。
也许，真的有人保护过我们，只是那时，我们还是不顾一切，不知道什么是“好了”的少年，回不去的“少年”……",2019/10/25,39
409,金基范,1,你保护世界，我保护你，谁来保护一下原创作者,2019/10/28,24
410,闲人,3,其实有点四六不靠，对校园凌霸这个议题的探讨没能处理得特别深入，前半部分男主角的戏份过少，导致爱情戏的部分看起来有点突兀，像是用商业类型片的素材做了一部文艺片。不过整个制作成色还是不错的，整体不如导演上一部《七月与安生》。,2019/10/25,36
411,btr,5,#长宁来福士  四星半。曾国祥有一种将情绪或无法言说的东西影像化（包括利用声音）的能力，作者风格在这部片中也更成熟。校园霸凌和爱情，缺席的父（母）亲和社会大气象，电影层次也足够丰富。只要去掉那些金句，后半段的节奏更紧凑些，就是满分。,2019/10/27,37
412,不闻回声,1,一星打给演员和东野圭吾,2019/10/27,18
413,渊几代,1,日式校园霸凌，生搬硬套霸凌清北学霸背景设定奇葩，还没学会甄嬛传吃百家饭的融会贯通。仿佛看到了致青春2吴亦凡张口我要上清华的假大空。,2019/10/27,22
414,悲伤蛙,5,我们在绝望黑暗的生活里互相打上一束光，你保护世界，我保护你。,2019/10/25,74
415,蓝迭殇,1,一星给东野圭吾 抄袭可耻 讲着校园霸凌却在霸凌原创 不觉得讽刺吗,2019/10/29,25
416,豆友198699441,5,千玺演技棒棒哒?！,2019/10/25,81
417,?布丁酱?,1,打着校园霸凌的旗号营销，这种抄袭作品大行其道又何尝不是对原创的霸凌呢,2019/10/27,18
